encoded_feature,original_feature,importance
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供上海市科技型中小企业技术创新资金立项项目管理使用,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅对境内企业开放。申请该数据，请提供申请人姓名、工作(学习)单位、联系电话，并且说明数据用途和使用场景。,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依主管部门审核后开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&提出申请,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&有条件开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&申请前先联系市场局， 大数据中心 蒋浩老师 电话：13061866988,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&需向区市场局申请,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&需审核后开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&面向社会开放，使用方需根据实际需要提出申请,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&面向社会开放，使用方需根据实际需要提出申请，与大数据中心申请开放清单。,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&个人实名制注册后开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&有较完善的数据安全保护体系;仅注明数据来源，实时日志反馈，定期提交利用报告;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&仅限老人个人申请开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&依申请可开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&依申请开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&依申请通过即可开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&审核后开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&提出申请,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&政府业务办理,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;&&数据提供单位审批,开放条件,0.0
